ZNF837 49.28
RPL5P24 21.49
RNU6-410P 30.2
RNU6-917P 48.76
TTC31 18.63
RPS26P12 98.42
ZNF571 48.23
C9orf43 65.62
RNU7-137P 63.11
LINC02108 33.76
FH 54.74
CTAA2 73.24
RN7SL546P 42.48
PIRC32 20.03
MED28P5 34.98
LINC01176 66.21
RNU6-1301P 35.76
RNU6-1116P 53.86
EIF4A2P3 57.8
MIR624 47.19
RABEPKP1 75.39
RN7SL135P 27.19
RNU4ATAC4P 45.63
RNU1-76P 60.88
PVR 59.33
RNU7-183P 49.63
CDCA4P2 36.74
MRPL37P1 93.16
RPS12P4 51.16
GNLY 86.93
KLHDC8B 62.35
TXNP7 87.11
N4BP3 29.91
CCDC63 21.00
RPL9P4 31.44
PCNPP5 53.08
INPP1 63.01
TXNP4 65.93
LINC01799 62.78
RPS7P14 47.0
PQLC2 52.4
PTS 16.33
XPO5 16.84
COD2 52.67
RPL10P6 57.35
LINC01230 39.62
ZNF189 60.94
ATL3 45.63
GGTLC3 45.22
MIR6888 65.66
MIR4763 48.09
RN7SKP127 53.64
RBM27 51.57
DUXAP7 62.23
EEF1E1 70.62
RNY1P16 49.31
LINC01872 43.21
MIA2 37.54
RPL21P72 49.52
RPL29P15 49.30
TMEM26-AS1 60.20
LINC01120 63.82
LINC01362 87.96
RPL12P3 46.6
RN7SL860P 64.06
SPATA6 35.7
TSPAN2 50.56
RNU6-1052P 78.68
GAPDHP25 42.80
TBX20 56.16
INSC 44.82
KIAA0040 60.95
HNRNPA0 62.67
MSLN 57.44
YARS 37.58
MRRF 38.64
MIR199B 42.22
RNU6-100P 24.47
RPL39P12 64.77
SNORD105B 14.02
ANAPC4 60.59
MIATNB 64.89
C6orf1 38.16
LINC00681 51.34
C12orf74 67.19
C1QTNF3 61.76
CTSZ 36.24
RNU6-905P 12.97
MIR6828 69.17
LINC00843 36.62
DMRT2 53.74
PPA2 53.64
MTHFSD 38.09
POPDC3 72.2
RPL23AP76 45.14
ZBTB20-AS5 22.85
IGLC3 39.99
HLA-N 23.24
CIB3 45.59
GPC3 59.50
DUX4L27 32.08
RNY4P14 27.84
PRELID1 60.28
MIR4293 49.70
GAGE4 45.30
LINC01877 49.09
RN7SL253P 50.51
RPL26P28 84.02
HMGB1P51 71.1
ZBTB1 2.84
MRPS21P2 70.21
LINC01655 63.21
TNIP2 28.00
HPCA 47.56
COIL 32.45
RPS13P2 61.70
MAPKAPK2 36.26
PDE9A 31.84
GSTTP2 31.59
SNORA70I 43.73
KIAA1429 30.83
RN7SL560P 10.16
FRA2C 78.33
SVIL-AS1 98.09
MIR4770 52.26
GPR119 35.42
FGGY 43.65
LINC00914 58.48
E2F8 48.53
RPL18P12 78.95
RPL35AP33 60.44
C20orf202 51.92
IGKV1D-33 55.56
MIC12 76.6
SNX18P27 34.75
RPL7P57 40.44
RNU6-669P 43.24
MIR3681HG 2.43
GPHB5 40.12
USP32P1 97.35
TSPAN11 44.92
CNTFR-AS1 53.7
TXNP5 41.48
NDUFV2-AS1 69.75
RPL7P17 57.31
PRAMEF30P 81.56
RPS23P9 80.64
PHRF1 28.21
RPL5P9 33.11
SDF4 21.20
IL9RP1 39.97
SNORD115-43 38.40
C11orf16 31.96
TMEM173 78.61
RN7SL632P 74.67
LINC02035 46.77
RPL19P20 16.53
KRTAP10-2 51.59
SNORD114-16 62.17
ADORA3 43.55
PTTG1IP 83.23
MIR6862-2 53.74
ICMT 37.36
MIR1343 12.38
SAMD12 18.05
PGBD4P8 25.10
FOXP4-AS1 8.29
GHDC 52.99
KRT8P42 60.67
SNORD111 66.60
RN7SKP129 28.27
RPL10P14 63.84
RN7SKP173 47.25
SMCR8 78.63
RN7SL415P 45.72
TACR2 66.13
MIR335 59.89
RNU4ATAC9P 38.58
LINC01628 82.48
OSTCP5 40.5
CHCHD6 30.90
GDF11 54.17
BRD8 88.29
RNU6-272P 37.07
C10orf128 62.66
TMEM212 49.96
MEOX2-AS1 37.84
CCDC54 39.31
RNU6-813P 74.04
DYX2 69.45
MIR4768 1.13
KCNMB2-AS1 60.14
ANGPT2 32.91
RNU6ATAC31P 52.72
TNPO3 41.85
CLDN7 48.43
MIR4435-2 49.29
RN7SKP90 111.45
GART 73.71
ADNP-AS1 18.95
MIR625 47.85
RGPD5 61.6
SCARNA26A 30.89
SPATC1 41.50
CXorf51B 54.45
CDC42P2 79.13
RPS3P7 33.67
RPS19BP1 46.39
SPDYE17 42.71
RN7SL495P 31.60
ZNF524 83.16
RN7SL843P 40.21
RN7SL668P 75.14
TMEM108-AS1 61.57
CYCSP22 60.31
VN1R19P 33.98
ZNF585A 41.61
RNU6-447P 56.85
FBXO41 37.15
RNU6-528P 31.70
PRR5-ARHGAP8 44.62
CTBP2P4 62.37
MIR4758 62.13
SNORD110 36.00
GFOD2 74.91
MIR1256 34.49
TXNP3 25.75
RPL17P33 84.82
MIR6854 61.35
WTIP 50.53
RPS25P6 44.86
ENTPD1-AS1 55.59
SPACA5B 43.42
RANBP9 90.35
LINC02200 67.3
PTPN21 48.30
RPL19P3 58.35
RNU6-1326P 53.29
SCFD2 49.59
RPS15AP2 90.38
UBE2V1P14 47.18
CT47A11 79.12
SEPT14 25.24
RNU6-223P 64.8
RPL21P117 17.35
RNU4-71P 26.18
DAD1 47.83
NEDD8 60.04
MIR4691 57.80
RP9 34.99
RNU6-747P 39.22
HDAC10 56.43
MTRNR2L7 26.53
RAB1A 61.76
NDUFB4P12 53.09
RNU7-136P 40.04
RPS10P18 37.35
RPL23AP18 71.52
MIR155 39.65
PAIP1 51.09
SNORD115-46 69.9
SNORD116-8 71.35
ZNF441 59.39
RNU6-783P 45.58
LINC01124 50.11
TREHP1 85.39
C18orf32 64.10
MIR1306 48.79
LINC01755 53.33
BANK1 55.58
CAPN10 76.75
TMEM106B 43.46
RNU1-41P 51.61
RPS12P10 58.84
FGFRL1 46.34
CPQ 49.56
HPV18I1 50.23
ODCP 102.18
RPL27P12 53.3
SCRG1 60.49
RNU6-467P 56.15
RN7SL480P 25.3
RNU6-697P 48.10
RPS15AP31 84.70
PCDHGA5 14.86
RPL32P33 33.21
RPL36AP30 33.18
RPL17P34 9.85
HEBP1 56.20
LINC02018 43.46
LRRC25 48.63
CICP26 13.82
LINC01630 49.47
KRTAP3-2 46.2
MRX84 53.82
ENTHD1 55.27
NAPGP1 64.76
MLECP1 35.91
RPAP3 37.75
RPS18P9 45.94
RNU6-544P 87.66
IGHD4-17 40.19
RNU6-1129P 61.72
RPL17P32 45.26
RPS15AP37 48.18
LINC00670 72.24
DFNB38 37.53
LINC02174 49.39
CMD1K 45.68
RNU7-81P 57.94
LINC00858 20.40
RPS29P17 40.14
MIR3180-5 71.95
MIR3668 60.17
MIR5093 41.8
IL17RC 41.65
TSTD3 19.38
MIR591 27.13
HNRNPKP1 54.79
RPS27AP3 61.98
RNVU1-6 59.43
RPS26P53 45.28
MTAPP2 22.99
GPR63 67.00
OPHN1 56.54
RNU6-1271P 49.57
MIR1302-9 46.96
MIR2114 55.13
FRA3A 86.79
RNU6-807P 79.01
LDLRAD4-AS1 53.59
KRTAP9-1 41.97
RN7SKP171 90.35
RPL26P24 42.33
SYCP3 37.63
MIR6770-2 34.8
NXF2B 86.17
LINC01634 48.54
RN7SL228P 55.25
RPL7AP30 19.59
ADI1P2 38.13
FN1 36.86
SALRNA3 59.98
ZNF888 14.59
RPL30P11 34.81
MRPS12 58.81
RPS29P8 70.43
LCE1F 42.36
RPL5P17 47.61
RPL23AP91 51.82
DBIL5P2 42.31
TRABD 57.05
LINC00648 53.34
CTD 54.25
RNU6-1255P 62.75
LINC01686 56.10
EIF1B-AS1 48.73
RPL36AP12 37.84
BCL9P1 12.17
RPS26P58 39.00
RPL5 79.34
MIR592 63.77
NBEAP5 37.38
RN7SL451P 65.57
GAPDHP76 72.13
MIR4530 63.29
RN7SL849P 56.69
MRT8 53.10
P2RX5-TAX1BP3 40.84
EVR3 36.43
RPL24P8 38.25
RNU6-1268P 65.67
LINC00692 81.88
RPL36AP50 60.95
RPL10A 44.33
PDCD4-AS1 56.66
NRG3 65.77
MIR1243 54.26
PGM1 45.31
HTN3 50.8
MIR8083 59.40
RN7SKP180 52.58
SNORA13 25.79
LINC01841 24.25
MIR378B 44.02
FNBP1 25.27
MIR524 9.48
MIR491 64.77
HNRNPRP3 44.78
MIR509-2 21.70
MADCAM1 62.1
RNU6-1045P 43.96
RNY3P5 85.29
PYURF 42.12
SNORD141A 55.69
ZNF474 28.95
RPS3AP30 43.65
OSM 57.73
ZNF709 84.69
LINC01132 29.8
NOC2LP1 54.88
PIRC22 41.41
KRTAP4-9 50.05
GINGF2 36.89
RPL12P18 31.43
PCDHA13 56.06
RAB14 59.82
CHRFAM7AP2 78.44
TTC4 33.41
MKX-AS1 13.58
LINC01054 41.08
RPS2P16 57.0
RNU6-687P 48.46
LINC00457 41.16
MRPS18CP3 62.70
CENPJ 76.51
ZNF581 65.09
LINC02179 18.37
C2orf42 15.65
RNU7-195P 64.25
ZNF469 26.82
FRMPD2 34.22
WDR37 68.79
ADIPOR1P1 57.58
MAPK6PS2 42.27
SCCPDH 65.95
PFN1 17.85
CKAP2 60.28
MYO15A 80.97
RN7SL460P 34.66
BTF3P16 61.99
RN7SL663P 55.33
SNORD32B 51.73
KRT8P36 70.15
RNU6-153P 28.71
RPS2P21 31.14
LINC01523 37.39
LINC01168 39.94
CHCHD2P11 19.64
TRBV7-6 54.52
LYPD1 46.20
EIF4BP4 43.66
RNU6-1217P 63.41
RNU1-84P 69.05
CCDC60 62.21
SNAR-I 68.18
RPS27AP11 86.97
GPR21 45.05
LINC00501 54.21
RNU6-1000P 69.13
MIR3180-1 44.88
RPL6P25 42.28
CKS1BP5 43.84
LINC02040 48.03
TRAJ36 32.61
SNRPCP17 34.44
YEATS4 63.47
CCNG2P1 72.90
RPL3P10 41.24
RPL32P10 48.10
LINC01767 53.93
PIRC46 65.82
RNU6-1280P 47.81
TRBV6-1 29.88
RPL26P4 63.33
LINC01874 50.36
RNY4P22 37.11
MIR4650-1 38.47
RPS4Y1P1 68.97
RNU6-227P 14.64
PHB2P1 59.14
GLTSCR2-AS1 21.98
PRAMEF15 52.27
RN7SL703P 63.64
ZNF664 25.75
STX12 67.51
CMT1A 41.33
LAMP5-AS1 88.71
GBP4 41.34
VCY1B 31.03
RNU6-191P 71.46
AFMID 37.05
RNU2-46P 30.91
KRTAP2-2 36.03
LINC01817 52.65
SEPT11 34.25
PSMD6-AS1 77.4
TRAV10 84.66
DPP10-AS1 62.02
RNY3P10 97.95
COMMD9 69.81
MIR142 33.75
PRKCSH 34.05
RN7SL504P 54.0
HORMAD1 53.79
LINC01703 61.32
RNU6-1263P 49.89
CARSP2 68.71
VIPR1 41.67
SORD2P 57.02
RPL18P13 54.24
LINC00892 81.06
RNU2-25P 41.91
TBX5 27.93
RN7SKP235 59.39
UQCRHP1 64.66
C18orf12 47.64
RPL17P11 41.49
PAICSP6 70.29
MIR1193 63.90
NRN1 37.59
IQCG 25.55
RPS14P10 64.07
PTH2 67.07
ZNF649-AS1 70.95
MIR539 34.75
DBX2 22.95
RNF38 38.43
NCL 52.33
C5orf58 33.57
RPL7P21 38.87
RPL23AP95 75.66
KRT16P2 25.94
NRADDP 8.05
EVI2B 30.07
RPL21P120 43.33
GPC4 33.94
VN1R41P 60.97
TP53I13 42.43
PCDH20 56.55
VN1R40P 51.25
ZP4 30.43
DFNA49 72.33
MIR337 40.12
EEF1GP6 40.10
ZPAXP 47.79
CLIP1-AS1 55.05
PGM5 39.22
MIR7-1 21.68
RPL5P8 31.81
RNU6-304P 61.4
RAC1P9 57.81
ZNF219 31.03
TSPY4 47.06
RNU6-589P 39.65
TRIAP1 13.59
SHF 44.11
RN7SL121P 108.36
GPR22 68.42
RN7SKP19 29.20
RNU2-57P 60.66
IGHV3-9 50.61
MIR15A 60.33
ADORA2A 29.39
WBP2 62.12
CCDC85B 34.37
SNORD115-42 44.56
IGHD1-1 36.12
RPL21P127 85.71
PLPPR3 30.92
AMCN 31.75
RNU6-296P 28.15
MIR6875 52.29
KIF26B 72.31
SNX2P2 26.01
SYM2 55.83
SCARNA18B 65.43
CCDC130 61.30
GLC1P 49.54
RPS9P4 44.8
SNORD116-30 55.12
PRR20B 59.67
RNU6-455P 59.46
HEMK1 81.72
RPSAP60 78.42
RNU7-70P 70.85
TDRD12 61.95
RPS10P28 91.83
RNF225 64.00
PRR20FP 69.6
CCKAR 38.74
NPAP1P3 71.06
SNORA53 54.60
PFKM 33.29
RN7SL539P 88.12
ATAD2 54.01
RNU6-351P 30.06
MIR3171 60.89
MIR6742 61.62
RHEBP2 49.25
ZNF337-AS1 40.45
TTTY7B 55.77
RN7SL791P 45.07
LINC00358 21.92
RAP2A 83.85
CMR1A 69.21
FRA7J 15.18
RNU6-790P 38.49
LINC01072 38.91
KPNA2P1 20.28
RILP 26.12
RPL38 36.32
SPAG17 67.98
RN7SL474P 72.38
MIR3974 64.63
RNU4ATAC17P 63.95
DCST1-AS1 35.88
ACSF2 28.69
RNU5E-9P 57.37
SAA2-SAA4 53.74
FRA2F 50.60
UQCRFS1P3 44.46
IGHV3-43 47.55
LINC01959 26.97
EEF1A1P34 43.63
RPS3AP38 55.40
GDPD4 61.21
RPL31P10 35.56
RPL26P15 30.37
ANXA6 44.15
RN7SKP151 86.42
MTDHP2 61.51
RNU6-1222P 49.91
SCML4 79.33
RPS2P24 23.22
RNU7-36P 17.37
INS-IGF2 70.60
GDF9 50.39
RPS12P1 35.99
RPL29P4 36.36
DEPDC5 55.13
RPS26P23 34.35
RPL32P13 78.33
LINC01924 53.38
MIR548AD 74.17
RN7SL209P 54.41
SMYD4 3.34
STAC 66.72
UTF1 42.88
MIR4724 56.99
RN7SL853P 43.52
LINC01679 61.41
SNRPGP20 59.83
RANGRF 99.73
MIR7853 87.88
ZNF616 67.25
LINC00959 59.52
ABT1 45.06
HEATR1 74.95
MIR224 49.46
SUMF2 52.38
RNU6-854P 29.06
RPL37 44.03
MTCYBP41 31.65
C16orf87 56.38
RPS26P30 40.59
RPS2 61.99
MRPL9 56.53
RPL12P1 43.78
PIRC17 55.56
RPS2P25 76.85
RNU6-718P 56.86
RNU7-21P 44.36
CCDC66 72.84
RBM47 37.21
MIR3973 63.82
MIR7-2 38.97
LINC00537 3.89
MAP3K8 60.31
CAPS 45.71
RNU6-708P 46.74
PDCL3P1 23.71
LRRC14B 50.80
TMEM108 59.17
MIRLET7B 55.33
RN7SL625P 47.6
MIR20B 89.41
SNX18P19 61.67
FOLH1B 30.52
HTN1 40.33
KRT8P6 37.35
PTCSC2 58.91
LINC01247 13.01
MIR658 54.34
KRT8P22 45.61
ZPBP 58.18
RPL7AP67 45.09
LINC00964 30.52
HNRNPA3P12 50.56
LRRC47 64.62
GLC1B 68.66
FRA10G 67.45
RN7SL478P 54.8
MIR1185-2 29.44
GAPDHP55 20.12
NRG1 64.33
KRT18P30 92.14
RAB13 72.24
MIR1262 60.0
MIR5011 1.32
RN7SL426P 66.82
HNRNPA3P9 54.78
SYNGR1 45.53
C2orf48 58.03
HAL 55.13
MIR510 40.73
RNU6-637P 72.45
RNU6-1340P 21.29
RN7SL697P 51.01
CHCHD2P7 55.25
LRRC42 58.29
MMP25-AS1 64.95
RNU6-1270P 35.34
RN7SL617P 67.99
NPAP1P2 25.9
LINC01645 33.75
KLHDC7A 49.16
PEX12P1 58.5
PIRC47 26.52
CHCHD4P5 46.63
AASDH 45.86
USP9YP27 42.16
RNU1-36P 57.68
EEF1B2P7 64.06
